WRB_PHASES,WRB4,WRB2,FAO90,ROOT_DEPTH,PHASE1,PHASE2,ROOTS,IL,SWR,DRAINAGE,AWC,ADD_PROP,LAYER,TOPDEP,BOTDEP,COARSE,SAND,SILT,CLAY,TEXTURE_USDA,TEXTURE_SOTER,BULK,REF_BULK,ORG_CARBON,PH_WATER,TOTAL_N,CN_RATIO,CEC_SOIL,CEC_CLAY,CEC_EFF,TEB,BSAT,ALUM_SAT,ESP,TCARBON_EQ,GYPSUM,ELEC_COND
VRccqs,VRcc,VR,VRk,,19.0,11.0,,,0.0,P,,3.0,D5,80,100,2,14,33,53,3.0,F,1.85,2.02,0.49699998,8.1000004,0.50999999,10,37,66,65,65,100,0,7,16.799999,0.60000002,2
UMac,UMac,UM,ACu,,,,,,,MW,,0.0,D5,80,100,5,31,29,40,3.0,F,1.36,1.9400001,0.44,5.3000002,0.70999998,9,13,21,7,5,42,6,1,0.0,0.0,0
DUlv,LVha,LV,LVh,1.0,9.0,,,,,MW,146.0,0.0,D1,0,20,15,64,20,16,11.0,M,1.53,1.65,0.64399999,7.0,0.73000002,10,12,64,15,15,94,0,2,1.7,0.1,1
LVcr,LVcr,LV,LVx,,,,,,1.0,MW,,0.0,D6,100,150,19,35,26,39,5.0,F,1.54,1.9299999,0.20799999,6.4000001,0.52999997,6,15,50,19,17,80,0,2,0.0,2.7,1
UMcm,UMcm,UM,CMu,,,,2.0,1.0,,MW,,0.0,D6,100,150,32,51,30,19,9.0,M,1.42,1.7,0.5,5.4000001,0.56999999,9,12,78,9,3,30,56,1,0.0,5.0999999,0
VRha,VRha,VR,VRe,1.0,,,0.0,0.0,0.0,P,198.0,0.0,D1,0,20,4,13,32,55,3.0,F,1.72,2.03,1.819,6.8000002,1.77,10,41,63,42,41,93,0,2,1.6,0.5,0
CMca,CMca,CM,CMc,,,,1.0,2.0,2.0,MW,,0.0,D6,100,150,17,26,43,31,5.0,M,1.65,1.85,0.18200001,8.1000004,0.46000001,6,17,51,52,52,100,0,14,20.799999,5.9000001,1
CMfgdy,CMdy,CM,CMd,1.0,8.0,,,,,MW,130.0,0.0,D1,0,20,14,43,46,11,9.0,M,1.1799999,1.51,4.7080002,5.0999999,3.0699999,16,18,54,9,6,34,33,1,0.0,1.6,1
RGdy,RGdy,RG,RGd,1.0,,,1.0,1.0,1.0,MW,133.0,0.0,D1,0,20,9,54,30,16,11.0,M,1.58,1.64,1.159,5.3000002,0.94,12,12,40,10,8,61,5,2,0.0,2.9000001,1
FLeu,FLeu,FL,FLe,,,,,,,I,,3.0,D2,20,40,7,35,32,33,5.0,M,1.38,1.88,0.61199999,6.3000002,0.80000001,10,18,55,18,17,83,0,2,0.0,0.80000001,1
HSfi,HSfi,HS,HSf,,,,5.0,2.0,4.0,VP,,0.0,D5,80,100,16,42,28,30,5.0,M,0.17,1.85,48.872002,4.4000001,11.98,21,78,76,40,41,65,12,2,0.0,0.0,2
ANmo,ANmo,AN,ANm,,,,,,,MW,,3.0,D7,150,200,23,39,29,32,5.0,M,1.39,1.87,0.55500001,6.3000002,0.73000002,10,21,73,12,11,64,0,1,0.0,0.0,1
PH,PH,PH,PH,,,,,,,MW,,0.0,D6,100,150,22,45,25,30,5.0,M,1.48,1.85,0.50700003,7.0999999,0.56,10,23,85,24,32,96,0,2,2.0999999,0.1,0
ALgl,ALgl,AL,ALg,,,,,,,P,,0.0,D3,40,60,5,54,16,30,10.0,M,1.4299999,1.86,0.43600002,5.6999998,0.54000002,9,14,39,6,5,38,57,3,0.0,0.0,0
PHlv,PHlv,PH,PHl,,,,1.0,1.0,1.0,MW,,2.0,D6,100,150,4,21,49,30,5.0,M,1.7,1.83,0.26500002,7.0999999,0.55000001,6,19,60,26,26,97,0,1,13.5,0.1,0
PZgl,PZgl,PZ,PZg,,,,0.0,1.0,3.0,P,,0.0,D6,100,150,17,72,22,6,11.0,C,1.74,1.33,0.15900001,5.5,0.17,15,5,43,3,3,56,13,2,0.0,0.0,0
CMgl,CMgl,CM,CMg,,,,5.0,1.0,1.0,P,,0.0,D6,100,150,18,34,44,22,9.0,M,1.66,1.74,0.25400001,6.8000002,0.49000001,7,9,43,15,14,80,0,3,12.8,6.3000002,0
FLcaqs,,FL,FLc,,11.0,0.0,,,0.0,MW,,0.0,D6,100,150,12,45,33,22,9.0,M,1.47,1.75,0.30899999,8.1000004,0.28,8,12,48,30,30,100,0,10,26.9,1.3,2
FLdy,FLdy,FL,FLd,,,,5.0,3.0,2.0,MW,,0.0,D4,60,80,29,50,42,8,9.0,M,1.42,1.41,0.52499998,5.6999998,0.64999998,8,7,57,4,4,61,33,2,0.0,1.2,2
GLdy,GLdy,GL,GLd,1.0,0.0,0.0,,,0.0,P,142.0,0.0,D1,0,20,7,43,30,27,9.0,M,1.1799999,1.8099999,1.64,4.8000002,1.52,11,13,21,6,3,31,85,2,0.0,0.0,1
PZal,PZal,PZ,PZh,,,,1.0,1.0,,MW,,0.0,D2,20,40,17,69,25,6,11.0,C,1.25,1.3200001,2.694,4.6999998,1.33,24,16,85,6,1,10,84,1,0.0,0.0,0
FLeu,FLeu,FL,FLe,1.0,,,1.0,1.0,4.0,MW,170.0,0.0,D1,0,20,2,37,42,21,9.0,M,1.42,1.72,1.05,6.8000002,1.13,10,17,62,18,17,87,0,2,6.0,0.60000002,2
CMdy,CMdy,CM,CMd,,,,1.0,4.0,3.0,MW,,0.0,D3,40,60,24,46,34,20,9.0,M,1.39,1.71,0.76800001,5.3000002,0.72000003,10,11,47,6,4,34,44,1,0.0,2.8,0
LVab,LVab,LV,LVa,,,,,,,MW,,0.0,D7,150,200,19,41,34,25,9.0,M,1.6799999,1.79,0.146,7.1999998,0.54000002,6,16,62,26,27,99,0,3,9.6999998,1.1,2
LPum,LPum,LP,LPu,,,,5.0,2.0,3.0,I,,0.0,D2,20,40,21,48,33,19,9.0,M,1.13,1.7,1.37,5.0999999,2.4200001,13,14,43,4,3,26,12,1,0.0,0.5,0
LVcr,LVcr,LV,LVx,3.0,,,3.0,1.0,1.0,MW,35.0,0.0,D1,0,20,12,67,14,19,11.0,M,1.47,1.71,0.56700003,6.5,0.95999998,9,10,44,12,12,83,0,2,0.0,0.1,1
SCkk,SCha,SC,SCh,1.0,1.0,0.0,,,,MW,87.0,0.0,D1,0,20,10,43,32,25,9.0,M,1.45,1.79,0.68400002,8.1000004,0.81,11,17,52,44,44,99,0,38,9.8000002,1.8,16
GLdy,GLdy,GL,GLd,,,,2.0,2.0,3.0,VP,,0.0,D4,60,80,13,37,33,30,5.0,M,1.1799999,1.84,0.77499998,5.0999999,0.89999998,7,12,30,6,6,42,43,1,0.0,0.0,0
RTdy,RTdy,RT,PDd,,,,1.0,1.0,1.0,MW,,0.0,D4,60,80,9,49,35,16,9.0,M,1.74,1.64,0.13699999,5.1999998,0.25999999,7,9,56,8,6,66,28,2,0.0,0.0,0
GLccqs,,GL,GLk,1.0,19.0,11.0,,,0.0,P,164.0,0.0,D1,0,20,8,51,31,18,9.0,M,1.35,1.6799999,2.224,7.0999999,2.1700001,10,16,58,31,31,98,0,3,20.5,0.1,1
PZrs,PZrs,PZ,PZf,,,,,,,MW,,0.0,D2,20,40,43,73,20,7,11.0,C,1.26,1.38,1.424,5.4000001,1.0599999,13,6,81,4,2,19,54,1,0.0,0.0,0
ARbr,ARbr,AR,ARb,,,,,,1.0,SE,,0.0,D7,150,200,29,95,2,3,12.0,C,1.66,1.11,0.068000004,6.0999999,0.1,9,3,56,2,2,73,0,5,0.0,0.0,0
PZal,PZal,PZ,PZh,1.0,,,,,4.0,MW,118.0,0.0,D1,0,20,14,54,40,6,11.0,M,1.08,1.3099999,7.217,4.6999998,4.0,18,25,74,10,7,27,33,1,0.0,0.0,0
PLmo,PLsc,PL,PLm,,,,,,,P,,0.0,D5,80,100,5,18,44,38,4.0,F,1.36,1.91,0.287,7.5999999,0.52999997,7,26,68,29,26,96,0,5,2.0,0.2,3
PH,PH,PH,PH,,,,,,,MW,,0.0,D2,20,40,11,32,36,32,5.0,M,1.42,1.86,1.398,6.4000001,1.34,10,22,56,19,19,83,0,2,0.0,0.0,0
ACkk,ACha,AC,ACh,,18.0,0.0,,,0.0,MW,,0.0,D5,80,100,18,34,40,26,9.0,M,1.73,1.79,0.192,4.9000001,0.38,5,8,28,6,3,41,35,2,0.0,0.0,0
PHlv,PHlv,PH,PHl,,,,,,,MW,,0.0,D6,100,150,31,39,22,39,5.0,F,1.29,1.9400001,0.35299999,6.3000002,0.63,9,20,49,16,12,80,0,2,0.0,0.0,0
LVcr,LVcr,LV,LVx,,,,1.0,3.0,1.0,MW,,0.0,D2,20,40,12,26,43,31,5.0,M,1.5,1.85,0.70200002,6.0,0.74000001,8,15,44,15,14,82,0,2,0.0,0.1,1
CMkkskdy,CMdy,CM,CMd,3.0,1.0,,3.0,1.0,2.0,MW,38.0,0.0,D1,0,20,17,44,36,20,9.0,M,1.25,1.71,2.6440001,5.1999998,2.3199999,13,18,31,9,6,37,27,1,0.0,1.6,1
SNgl,SNgl,SN,SNg,1.0,,,1.0,1.0,1.0,P,152.0,0.0,D1,0,20,2,42,32,26,9.0,M,1.4400001,1.8,0.704,7.9000001,1.9299999,11,16,55,22,21,94,0,46,3.3,0.60000002,2
CRra ,CRra ,CR,GLi,3.0,,,5.0,1.0,1.0,P,42.0,2.0,D1,0,20,13,44,38,18,9.0,M,0.86000001,1.6799999,6.5040002,6.5999999,6.8299999,14,36,46,27,33,89,0,1,0.0,0.1,1
PZal,PZal,PZ,PZh,,,,,,,SE,,0.0,D5,80,100,26,77,18,5,12.0,C,1.5700001,1.27,1.376,5.0,0.72000003,22,11,73,3,2,11,16,2,0.0,0.0,0
CMeu,CMeu,CM,CMe,1.0,,,2.0,2.0,4.0,MW,150.0,0.0,D1,0,20,13,40,40,20,9.0,M,1.41,1.71,1.562,6.4000001,1.41,11,16,54,15,14,82,0,2,0.0,1.6,2
LVgl,LVgl,LV,LVg,1.0,,,,,,P,176.0,0.0,D1,0,20,4,23,55,22,7.0,M,1.51,1.73,1.6889999,6.1999998,1.75,10,17,49,16,15,84,0,1,0.0,0.1,1
FLeu,FLeu,FL,FLe,,,,5.0,1.0,,MW,,0.0,D4,60,80,14,41,41,18,9.0,M,1.45,1.6799999,0.72399998,7.4000001,0.99000001,8,14,77,22,21,97,0,2,2.2,1.0,2
KScckk,KScc,KS,KSk,,1.0,0.0,,,0.0,MW,,0.0,D2,20,40,15,39,34,27,9.0,M,1.42,1.8099999,0.991,8.1000004,1.1,9,19,60,48,48,100,0,2,16.4,0.2,0
RGkkdy,RGdy,RG,RGd,3.0,1.0,,3.0,1.0,1.0,MW,30.0,0.0,D1,0,20,17,57,31,12,11.0,M,1.49,1.55,1.3989999,5.0,0.94,11,11,41,5,5,43,13,1,0.0,2.9000001,1
GLeu,GLeu,GL,GLe,,,,1.0,0.0,3.0,VP,,0.0,D2,20,40,7,22,45,33,5.0,M,1.29,1.87,0.90900004,6.5999999,1.0599999,9,17,48,21,19,88,0,4,0.0,0.1,1
PZgl,PZgl,PZ,PZg,,,,1.0,1.0,1.0,P,,0.0,D4,60,80,15,70,24,6,11.0,C,1.6799999,1.3200001,0.50100005,5.3000002,0.17,17,6,58,13,12,55,35,2,0.0,0.0,0
PLeu,PLeu,PL,PLe,,,,3.0,1.0,1.0,P,,0.0,D6,100,150,5,25,37,38,5.0,F,1.62,1.92,0.21400002,6.6999998,0.40000001,7,22,56,17,17,89,0,8,0.0,0.1,1
ARbr,ARbr,AR,ARb,1.0,,,1.0,1.0,3.0,SE,89.0,0.0,D1,0,20,1,89,7,4,12.0,C,1.55,1.2,0.65600002,6.0999999,0.47,14,5,57,4,4,70,0,2,0.0,0.1,0
LVha,LVha,LV,LVh,,,,1.0,2.0,2.0,MW,,0.0,D2,20,40,13,31,44,25,9.0,M,1.58,1.78,0.61500001,6.0,0.74000001,9,15,51,14,13,79,0,1,0.0,0.1,1
CMeu,CMeu,CM,CMe,,,,1.0,1.0,1.0,MW,,0.0,D7,150,200,24,47,34,19,9.0,M,1.62,1.7,0.2,7.3000002,0.41999999,8,13,71,24,23,98,0,5,4.1999998,3.7,1
LPlikk,LPli,LP,LPq,4.0,1.0,,,,1.0,I,10.0,0.0,D1,0,20,18,66,22,12,11.0,C,1.37,1.5599999,0.71100003,7.4000001,0.57999998,13,6,35,25,10,64,0,3,6.3000002,0.30000001,1
PZet,PZet,PZ,PZb,,,,,,,MW,,0.0,D3,40,60,24,72,19,9,11.0,C,1.38,1.46,1.309,5.0,0.79000002,20,8,63,4,1,18,64,1,0.0,0.0,0
CMgl,CMgl,CM,CMg,,,,1.0,4.0,3.0,P,,0.0,D2,20,40,12,26,46,28,5.0,M,1.46,1.8099999,0.95299995,6.0,1.25,10,15,42,15,12,59,0,1,0.0,1.3,0
CLkk,CLha,CL,CLh,,18.0,0.0,,,0.0,MW,,0.0,D6,100,150,21,49,32,19,9.0,M,1.53,1.7,0.183,8.3999996,0.34,7,11,53,50,50,100,0,27,22.700001,4.5999999,2
KScc,KScc,KS,KSk,1.0,0.0,0.0,,,0.0,MW,153.0,0.0,D1,0,20,13,41,35,24,9.0,M,1.4,1.77,1.411,7.9000001,1.6,9,19,62,43,43,100,0,2,8.8000002,0.2,1
FLeu,FLeu,FL,FLe,,,,,,,I,,3.0,D7,150,200,18,31,41,28,5.0,M,1.58,1.8200001,0.45199999,7.4000001,0.73000002,11,20,70,25,26,100,0,2,3.0,1.3,2
GLcc,,GL,GLk,,0.0,0.0,,,0.0,VP,,0.0,D2,20,40,14,35,29,36,5.0,F,1.5,1.91,0.419,8.1000004,0.50999999,9,16,37,36,36,100,0,18,19.700001,0.2,1
AR,AR,AR,ARh,,,,,,,SE,,0.0,D6,100,150,11,90,5,5,12.0,C,1.52,1.28,0.10399999,6.6999998,0.17,11,3,56,6,4,97,0,2,0.0,0.1,0
PHha,PHha,PH,PHh,,,,0.0,0.0,0.0,MW,,0.0,D5,80,100,21,39,34,27,9.0,M,1.38,1.8099999,0.53400004,6.9000001,0.67000002,8,22,62,18,17,89,0,3,8.5,0.1,0
RGdy,RGdy,RG,RGd,,,,,,0.0,MW,,3.0,D7,150,200,24,39,38,23,9.0,M,1.83,1.76,0.801,6.3000002,0.62,11,13,48,15,14,96,0,5,0.0,2.3,1
FLeu,FLeu,FL,FLe,,,,1.0,2.0,4.0,MW,,0.0,D5,80,100,2,36,42,22,9.0,M,1.4,1.74,0.43899998,7.4000001,0.55000001,8,17,77,20,20,89,0,2,5.3000002,0.89999998,2
SNmo,SNmo,SN,SNm,,,,3.0,3.0,3.0,MW,,3.0,D4,60,80,4,28,40,32,5.0,M,1.67,1.86,0.32999998,8.3000002,0.62,7,19,61,54,53,100,0,42,8.0,2.0999999,6
GLdy,GLdy,GL,GLd,,,,0.0,1.0,3.0,VP,,0.0,D3,40,60,7,22,44,34,5.0,M,1.28,1.88,0.48299998,5.3000002,0.80000001,8,14,39,8,5,36,37,1,0.0,0.0,0
CMvr,CMvr,CM,CMv,,,,,,,MW,,0.0,D7,150,200,25,21,48,31,5.0,M,1.67,1.84,0.38299999,7.9000001,0.47,9,25,59,40,37,92,0,11,10.2,14.4,1
HSfi,HSfi,HS,HSf,,,,1.0,3.0,4.0,VP,,0.0,D3,40,60,13,29,37,34,5.0,M,0.31999999,1.88,36.329002,4.3000002,10.57,33,74,81,54,38,52,2,1,0.0,0.0,1
HScr,CRhi,CR,HSi,,,,1.0,1.0,4.0,VP,,0.0,D6,100,150,58,67,26,7,11.0,C,0.43000001,1.37,29.444,5.6999998,12.21,17,64,57,43,47,53,4,2,0.0,0.0,1
PLeu,PLeu,PL,PLe,3.0,,,4.0,4.0,1.0,P,46.0,0.0,D1,0,20,3,33,47,20,9.0,M,1.34,1.7,1.431,5.1999998,2.04,10,12,41,7,6,57,11,2,0.0,0.0,0
UMcm,UMcm,UM,CMu,,,,1.0,1.0,1.0,MW,,3.0,D7,150,200,48,56,35,9,11.0,M,1.37,1.45,0.28200001,6.4000001,0.51999998,8,7,89,11,11,79,0,1,0.0,5.5999999,1
CMdy,CMdy,CM,CMd,,,,,,,MW,,3.0,D2,20,40,15,43,27,30,5.0,M,1.26,1.85,0.875,5.0,0.75,11,16,40,10,5,31,59,1,0.0,1.3,1
CHcc,CHcc,CH,CHk,,,,1.0,1.0,1.0,MW,,0.0,D6,100,150,33,31,41,28,5.0,M,1.5,1.8200001,0.377,8.3999996,0.47999999,8,12,40,69,69,100,0,8,37.900002,2.4000001,5
LVgl,LVgl,LV,LVg,,,,1.0,1.0,3.0,P,,0.0,D5,80,100,4,21,48,31,5.0,M,1.7,1.84,0.24600001,6.4000001,0.50999999,7,19,58,23,22,87,0,3,0.0,0.2,2
RGeu,RGeu,RG,RGe,,,,3.0,0.0,,MW,,0.0,D2,20,40,17,55,27,18,11.0,M,1.46,1.6900001,0.56799996,6.6999998,0.60000002,10,12,60,14,14,91,0,3,0.0,2.9000001,1
PTdy,PTdy,PT,PTd,,0.0,0.0,,,0.0,P,,0.0,D7,150,200,6,35,26,39,5.0,F,1.64,1.9299999,0.19500001,5.1999998,0.47999999,5,7,17,4,2,36,6,2,0.0,0.0,0
FLkkca,FLca,FL,FLc,,1.0,0.0,,,0.0,MW,,0.0,D5,80,100,9,44,34,22,9.0,M,1.39,1.75,0.31999999,8.1000004,0.40000001,8,12,54,30,30,100,0,11,26.4,1.6,2
GLeu,GLeu,GL,GLe,,,,,,,P,,0.0,D7,150,200,4,24,53,23,7.0,M,1.54,1.75,0.30000001,7.5,0.60000002,6,13,59,22,21,99,0,4,1.5,0.2,3
PHca,PHcc,PH,PHc,,,,,,,MW,,0.0,D5,80,100,17,45,32,23,9.0,M,1.34,1.76,0.37099999,8.1000004,0.60000002,9,16,54,35,34,100,0,3,19.299999,0.2,0
GLeu,GLeu,GL,GLe,,,,2.0,2.0,4.0,P,,0.0,D7,150,200,4,24,53,23,7.0,M,1.54,1.75,0.30000001,7.5,0.60000002,6,13,59,22,21,99,0,4,1.5,0.2,3
VRcckk,VRcc,VR,VRk,,1.0,0.0,,,0.0,P,,3.0,D6,100,150,1,13,36,51,3.0,F,1.86,2.01,0.35499999,8.1000004,0.49000001,6,35,65,66,66,100,0,8,19.0,0.5,3
FLeu,FLeu,FL,FLe,,0.0,0.0,,,0.0,MW,,0.0,D7,150,200,17,53,23,24,10.0,M,1.4400001,1.78,0.32100001,6.5,0.20999999,10,14,68,20,20,96,0,4,0.0,1.3,1
CLptye,CLpt,CL,CLp,1.0,22.0,,,,,MW,101.0,0.0,D1,0,20,18,61,22,17,11.0,M,1.4400001,1.67,0.648,8.1000004,0.75999999,9,12,71,31,31,100,0,5,17.200001,0.2,0
HSfi,HSfi,HS,HSf,,,,4.0,4.0,2.0,VP,,2.0,D5,80,100,16,42,28,30,5.0,M,0.17,1.85,48.872002,4.4000001,11.98,21,78,76,40,41,65,12,2,0.0,0.0,2
CLkk,CLha,CL,CLh,,1.0,0.0,,,0.0,MW,,0.0,D2,20,40,9,35,37,28,5.0,M,1.47,1.8200001,0.73500001,8.3000002,0.83999997,8,16,51,50,50,100,0,4,26.4,1.5,1
PLdy,PLdy,PL,PLd,,,,0.0,0.0,0.0,P,,0.0,D2,20,40,16,43,30,27,9.0,M,1.5,1.8099999,0.66600001,4.8000002,0.54000002,14,12,33,5,8,36,14,2,0.0,0.0,0
RGdy,RGdy,RG,RGd,,,,3.0,1.0,1.0,MW,,0.0,D2,20,40,23,53,29,18,11.0,M,1.66,1.6799999,0.55799997,5.5999999,0.51999998,10,9,39,10,8,67,34,7,0.0,2.9000001,1
CMca,CMca,CM,CMc,,,,2.0,1.0,,MW,,0.0,D5,80,100,15,29,42,29,5.0,M,1.63,1.83,0.35799998,8.1000004,0.46000001,7,16,52,50,50,100,0,6,22.799999,5.0999999,0
CMvr,CMvr,CM,CMv,,,,1.0,1.0,3.0,MW,,0.0,D4,60,80,3,14,38,48,3.0,F,1.52,1.99,0.69299996,7.5999999,0.86000001,8,28,53,29,29,96,0,3,14.2,2.8,0
CMskca,CMca,CM,CMc,1.0,3.0,0.0,,,0.0,MW,165.0,0.0,D1,0,20,7,44,36,20,9.0,M,1.41,1.71,1.054,8.0,1.02,9,15,59,39,39,100,0,2,11.2,2.0999999,1
FLca,FLca,FL,FLc,3.0,,,1.0,4.0,1.0,MW,40.0,0.0,D1,0,20,11,47,34,19,9.0,M,1.38,1.7,0.90600002,7.9000001,0.93000001,9,13,55,30,30,99,0,4,22.6,0.5,2
LVha,LVha,LV,LVh,,,,1.0,2.0,1.0,MW,,0.0,D4,60,80,16,39,33,28,5.0,M,1.64,1.8200001,0.28200001,6.4000001,0.47999999,7,16,54,18,17,82,0,2,0.0,0.30000001,1
CMdy,CMdy,CM,CMd,,,,1.0,1.0,0.0,MW,,0.0,D6,100,150,26,50,32,18,9.0,M,1.53,1.6799999,0.34900001,5.4000001,0.52999997,8,10,50,6,5,40,40,2,0.0,5.0999999,0
RGca,RGca,RG,RGc,,,,1.0,1.0,,MW,,0.0,D5,80,100,11,39,35,26,9.0,M,1.49,1.8,0.30899999,8.1999998,0.54000002,7,17,62,33,33,96,0,2,21.5,1.4,1
ARbr,ARbr,AR,ARb,,,,,,,SE,,3.0,D2,20,40,2,92,5,3,12.0,C,1.49,1.11,0.44499999,5.9000001,0.28,11,3,52,3,3,75,6,2,0.0,0.1,0
LXkk,LXha,LX,LXh,1.0,1.0,0.0,,,,MW,137.0,0.0,D1,0,20,10,63,19,18,11.0,M,1.63,1.6900001,0.98000002,5.5999999,0.75999999,15,6,16,5,5,74,11,2,0.0,0.0,0
CMdy,CMdy,CM,CMd,3.0,,,5.0,1.0,1.0,MW,39.0,0.0,D1,0,20,14,43,46,11,9.0,M,1.1799999,1.51,4.7080002,5.0999999,3.0699999,16,18,54,9,6,34,33,1,0.0,1.6,1
CHcc,CHcc,CH,CHk,,,,1.0,1.0,1.0,MW,,2.0,D7,150,200,16,32,45,23,9.0,M,1.55,1.75,0.228,8.3000002,0.36000001,8,13,61,41,41,100,0,4,17.299999,1.6,3
GLdy,GLdy,GL,GLd,,,,2.0,3.0,2.0,VP,,0.0,D3,40,60,7,22,44,34,5.0,M,1.28,1.88,0.48299998,5.3000002,0.80000001,8,14,39,8,5,36,37,1,0.0,0.0,0
GLeu,GLeu,GL,GLe,,,,0.0,1.0,2.0,VP,,0.0,D2,20,40,7,22,45,33,5.0,M,1.29,1.87,0.90900004,6.5999999,1.0599999,9,17,48,21,19,88,0,4,0.0,0.1,1
CRra ,CRra ,CR,GLi,,,,3.0,3.0,,P,,0.0,D2,20,40,3,40,41,19,9.0,M,1.39,1.6900001,1.9940001,6.6999998,3.9400001,11,21,54,16,15,74,0,2,0.0,0.1,1
PLmo,PLsc,PL,PLm,,,,,,,P,,0.0,D4,60,80,5,23,38,39,5.0,F,1.39,1.92,0.41300002,7.1999998,0.72000003,8,25,65,28,26,88,0,7,2.8,0.1,2
ARcqkk,ARcq,AR,ARa,3.0,1.0,2.0,,,,SE,18.0,0.0,D1,0,20,2,91,6,3,12.0,C,1.49,1.11,0.61900002,5.8000002,0.54000002,13,4,22,3,3,62,2,2,0.0,0.1,0
PLeu,PLeu,PL,PLe,,,,1.0,1.0,2.0,P,,0.0,D4,60,80,2,39,27,34,5.0,M,1.4299999,1.89,0.315,6.8000002,0.38,8,19,52,15,14,87,0,5,0.0,0.1,1
PZrs,PZrs,PZ,PZf,3.0,,,4.0,4.0,1.0,SE,16.0,0.0,D1,0,20,38,76,18,6,12.0,C,1.12,1.33,4.9639997,4.9000001,2.4100001,20,20,73,10,5,31,31,2,0.0,0.0,0
RG,RG,RG,RG,,,,,,,MW,,,D2,20,40,17,56,27,17,11.0,M,1.46,1.67,0.412,7.8000002,0.51999998,8,13,77,35,35,97,0,5,9.3999996,3.4000001,2
ACkk,ACha,AC,ACh,1.0,1.0,0.0,,,,MW,138.0,0.0,D1,0,20,8,53,28,19,11.0,M,1.0700001,1.7,1.3279999,5.1999998,1.13,15,6,12,4,3,50,11,1,0.0,0.0,0
FLdy,FLdy,FL,FLd,,,,5.0,1.0,3.0,MW,,0.0,D7,150,200,33,58,27,15,11.0,M,1.49,1.63,0.42699999,5.4000001,0.46000001,12,5,42,3,3,50,39,3,0.0,1.3,0
PHgl,PHgl,PH,PHg,,,,,,,P,,0.0,D2,20,40,7,40,32,28,5.0,M,1.42,1.8200001,0.81599998,6.5999999,0.94,9,25,59,27,24,86,0,2,0.0,0.1,0
KSkk,KScc,KS,KSk,,18.0,0.0,,,0.0,MW,,0.0,D7,150,200,24,48,35,17,9.0,M,1.5,1.66,0.15000001,8.3999996,0.33000001,5,9,72,43,43,100,0,7,17.200001,6.5,5
PZal,PZal,PZ,PZh,,,,,,1.0,MW,,0.0,D3,40,60,20,72,22,6,11.0,C,1.28,1.33,1.79,4.9000001,0.75999999,22,12,85,4,1,12,44,1,0.0,0.0,0
PHca,PHcc,PH,PHc,,,,1.0,1.0,1.0,MW,,0.0,D5,80,100,23,43,35,22,9.0,M,1.42,1.74,0.36700001,8.1999998,0.51999998,9,17,70,35,34,100,0,3,16.1,0.2,0
STlv,STlv,ST,LVj,,,,3.0,1.0,2.0,P,,0.0,D7,150,200,4,28,36,36,5.0,F,1.79,1.9,0.068999998,6.9000001,0.38999999,7,18,52,18,20,88,0,15,26.5,1.1,2
RGeu,RGeu,RG,RGe,,,,,,1.0,MW,,0.0,D2,20,40,17,55,27,18,11.0,M,1.46,1.6900001,0.56799996,6.6999998,0.60000002,10,12,60,14,14,91,0,3,0.0,2.9000001,1
UMcm,UMcm,UM,CMu,,,,,,,MW,,0.0,D2,20,40,18,44,34,22,9.0,M,1.12,1.75,2.8629999,5.1999998,2.0,14,19,54,8,5,25,51,1,0.0,1.3,0
LXkk,LXha,LX,LXh,,18.0,0.0,,,0.0,MW,,0.0,D6,100,150,10,49,17,34,10.0,M,1.61,1.9,0.12899999,5.6999998,0.23,6,7,18,5,5,73,7,2,0.0,0.0,0
ACkk,,AC,ACh,,1.0,0.0,,,0.0,MW,,0.0,D5,80,100,4,43,23,34,5.0,M,1.6,1.89,0.17200001,5.0999999,0.34,7,6,17,4,2,33,43,2,0.0,0.0,0
HSfi,HSfi,HS,HSf,,,,1.0,2.0,4.0,VP,,0.0,D4,60,80,15,31,35,34,5.0,M,0.18000001,1.88,35.701,4.4000001,11.91,30,71,68,58,36,50,5,1,0.0,0.0,1
CMeu,CMeu,CM,CMe,,,,3.0,0.0,,MW,,0.0,D4,60,80,20,50,28,22,9.0,M,1.52,1.75,0.28399998,7.8000002,0.46000001,8,16,85,37,36,99,0,6,2.2,1.8,1
LVab,LVab,LV,LVa,3.0,,,3.0,3.0,,MW,42.0,0.0,D1,0,20,10,40,45,15,9.0,M,1.36,1.61,1.9209999,6.0,1.45,13,16,55,13,13,79,3,1,0.0,0.1,1
CHha,CHha,CH,CHh,,,,1.0,1.0,,MW,,0.0,D7,150,200,26,40,39,21,9.0,M,1.52,1.73,0.24700001,7.5999999,0.43000001,9,16,77,31,31,97,0,3,13.3,1.4,3
PZalkk,PZal,PZ,PZh,3.0,26.0,,3.0,1.0,,MW,32.0,0.0,D1,0,20,14,54,40,6,11.0,M,1.08,1.3099999,7.217,4.6999998,4.0,18,25,74,10,7,27,33,1,0.0,0.0,0
LXha,LXha,LX,LXh,1.0,0.0,0.0,,,0.0,MW,145.0,0.0,D1,0,20,6,65,14,21,10.0,M,1.4400001,1.74,1.0779999,6.1999998,0.94999999,11,8,23,7,6,82,0,2,0.0,0.0,0
